%	Clasificador de Trabajos Especiales de Grado
%
%	Mineria de Datos Sem II 
%
%	De Freitas, De Tejada, Vergara
%
@relation ClasificadorTEG
@ATTRIBUTE Titulo string
@ATTRIBUTE Resumen string
@ATTRIBUTE Palabras_Clave string
@ATTRIBUTE Mencion {'APLICACIONES EN INTERNET', 'BASES DE DATOS', 'CALCULO CIENTIFICO', 'COMPUTACION GRAFICA', 'INGENIERIA DE SOFTWARE', 'INTELIGENCIA ARTIFICIAL', 'MODELOS Y PROGRAMACION MATEMATICA', 'REDES DE COMPUTADORAS', 'SISTEMAS DE INFORMACION', 'SISTEMAS DISTRIBUIDOS Y PARALELOS', 'TECNOLOGIAS EDUCATIVAS'}
@DATA
'VISION ARTIFICIAL PARA DETECCION Y UBICACION ESPACIAL DE OBJETOS EN UNA ESCENA', 'EL CENTRO DE COMPUTACION GRAFICA CCG EN CONJUNTO CON EL INSTITUTO DE CIRUGIAEXPERIMENTAL ICE DE LA FACULTAD DE MEDICINA DE LA UNIVERSIDAD CENTRAL DE VENEZUELA UCVY EL INSTITUTO NACIONAL DE BIOINGENIERIA INABIO ESTAN DESARROLLANDO UN SIMULADOR VIRTUAL PARA ENTRENAMIENTO EN CIRUGIA LAPAROSCOPICA, EN EL MARCO DEL PROYECTO LAPAROS ACTUALMENTE, EL COMPONENTE DE HARDWARE DEL SIMULADOR ESTA CONFORMADO POR UN SIMULADORMECANICO Y UN SUBSISTEMA DE RASTREO EL SUBSISTEMA DE RASTREO ESTA BASADO EN UN DISPOSITIVOCOMERCIAL LLAMADO ISOTRAK II, EL CUAL ENVIA AL COMPUTADOR LA POSICION DE LA PINZA CUANDOESTA SE ENCUENTRA EN LA CAVIDAD DEL SIMULADOR MECANICO SIN EMBARGO, EL CCG CUENTA SOLAMENTECON UN EQUIPO, EL CUAL ES DE ALTO COSTO Y PRESENTA LIMITACIONES EN CUANTO A LA CANTIDAD DERASTREOS SIMULTANEOS Y LA FORMA DE INTERACTUAR CON LOS INSTRUMENTOS ES POR ELLO, QUE EN ESTESE PRESENTA UN SISTEMA BASADO EN VISION ARTIFICIAL CON UN ENFOQUEMAS GENERAL CAPAZ DE RECONOCER CUALQUIER OBJETO EN BASE A SU COLOR Y UBICARLO EN UN AMBIENTE TRIDIMENSIONAL, PRESENTANDO UNA MANERA ALTERNA DE INTERACCION ECONOMICA, PORTABLE EINNOVADORA EL SISTEMA PROPUESTO UTILIZA UN CONJUNTO DE CAMARAS DIGITALES PARA CAPTURAR LA IMAGEN DEL OBJETO DE INTERES ESTAS IMAGENES SON SOMETIDAS A UN PROCESAMIENTO QUE PERMITE DETECTAR Y OBTENER LAS CARACTERISTICAS RELEVANTES DEL OBJETO DE INTERES LUEGO, ESTAS CARACTERISTICAS SON LA ENTRADA DE VARIOS ALGORITMOS QUE PERMITEN CALCULAR LA POSICION DEL OBJETO Y SU UBICACION EN EL ESPACIO', 'ISOTRAK II', 'COMPUTACION GRAFICA'
'REINGENIERIA DE UN SISTEMA DE SEGUNDA OPINION MEDICA PARA EL PROYECTO SOS TELEMEDICINA PARA VENEZUELA', 'UNO DE LOS SERVICIOS FUNDAMENTALES EN TELEMEDICINA ES EL DE SEGUNDA OPINION MEDICA COMO PARTEDEL PROYECTO SOS TELEMEDICINA UCV LLEVADO A CABO POR EL CENTRO DE ANALISIS DE IMAGENES BIOMEDICAS COMPUTARIZADAS SE DESARROLLO UNA APLICACION WEB QUE PERMITE A LOS MEDICOS ESPECIALISTAS DE LOS POSTGRADOS DE LA FACULTAD DE MEDICINA DE LA UNIVERSIDAD CENTRAL DE VENEZUELA ATENDER CONSULTAS DE SEGUNDA OPINION MEDICA GENERADAS POR LOS MEDICOS RURALES DE DIVERSAS REGIONES DEL PAIS DE ESTA MANERA SE PUEDE MEJORAR LA PRESTACION DE SERVICIOS DE SALUD MEDIANTE LA CONSULTA ESPECIALIZADA REMOTA, LO QUE PERMITE ABARATAR COSTOS Y REDUCIR TIEMPOS DE RESPUESTA EN CASOS COMPLEJOS EL SISTEMA DE SEGUNDA OPINION MEDICA TIENE LAS SIGUIENTES FUNCIONALIDADES A CAPTURA DE LA HISTORIA CLINICA DE LOS PACIENTES B TRANSMISION DE LA INFORMACION TEXTUAL Y MULTIMEDIA PARA SOPORTE DE LOS CASOS VIDEOS, IMAGENES Y AUDIO C ASIGNACION DE LOS CASOS DE ACUERDO A LA ESPECIALIDAD O DIFICULTAD DE LOS MISMOS DSEGUIMIENTO DE LOS CASOS POR PARTE DE LOS MEDICOS RURALES Y DE LOS ESPECIALISTAS E INTERCAMBIO DE INFORMACION ENTRE MEDICOS, Y PREPARACION DE CASOS PARA POSTERIOR PUBLICACION EL SISTEMA ESTA DESARROLLADO SIGUIENDO UNA ARQUITECTURA BASADA EN SERVICIOS SOA Y HERRAMIENTAS DE SOFTWARE LIBRE, L LO QUE PERMITE LA REUTILIZACION DE LOS COMPONENTES PARA OTRAS APLICACIONES DESARROLLADAS EN LA UCV EN LA ACTUALIDAD EXISTE UNA PRUEBA PILOTO EN LOS CENTROS ASISTENCIALES DE JUAN GRIEGO, SALAMANCA Y COCHE, TODOS EN EL ESTADO NUEVA ESPARTA, Y UN CENTRO DE TRIAJE EN EL INSTITUTO DE MEDICINA TROPICAL DE LA UCV EL OBJETIVO DE ESTE TRABAJO ES PRESENTAR EL DISENO DE LA ARQUITECTURA, UN PROTOTIPO FUNCIONAL, Y LAS DISCUSIONES DEL USO DEL SISTEMA POR PARTE DE LOS MEDICOS RURALES', 'APLICACIONES WEB TELEMEDICINA SEGUNDA OPINION MEDICA', 'APLICACIONES EN INTERNET', 
'ELABORACION DE UN PROTOTIPO DE BUSCADOR DE DOCUMENTOS ACADEMICOS DE LA FACULTAD DE CIENCIAS', 'EL PRESENTE ABORDA EL TEMA DE LA LOCALIZACION DE DOCUMENTOS ELECTRONICOS CON LA INFORMACION SOLICITADA POR LOS USUARIOS EN EL MARCO CONCEPTUAL SE INVESTIGO ACERCA DE LA MANERA EN QUE FUNCIONAN LOS GRANDES BUSCADORES DE INTERNET, LOS BUSCADORESMAS ESPECIFICOS QUE OPERAN EN UNA SOLA COMPUTADORA Y LOS FORMATOS DE DOCUMENTOS ELECTRONICOS QUE ESTOS MANEJAN EN EL MARCO APLICATIVO SE DESARROLLO UN REPOSITORIO Y UN BUSCADOR WEB DE DOCUMENTOS ELECTRONICOS, LOS CUALES ESTAN DISENADOS PARA ALBERGAR A LOS TRABAJOS PRODUCIDOS POR LOS ESTUDIANTES DE LA FACULTAD DE CIENCIAS DE LA UNIVERSIDAD CENTRAL DE VENEZUELA EL SISTEMA DESARROLLADO EN EL MARCO APLICATIVO SE LLAMA BUSCONEST, EL CUAL ES A SU VEZ UN SUBSISTEMA DE CONEST DEDICADO EXCLUSIVAMENTE A LOS DOCUMENTOS DIGITALES RELACIONADOS CON TRABAJOS ACADEMICOS DURANTE EL DESARROLLO DE LA APLICACION SE EMPLEARON PLANTEAMIENTOS Y SOLUCIONES INNOVADORAS PARA LOS REQUERIMIENTOS ESPECIFICOS ENTRE LOS PRINCIPALES ASPECTOS DEL DESARROLLO DE BUSCONEST TENEMOS EL ALGORITMO DE ORDENAMIENTO, LA IMPLEMENTACION DEL MANEJO DE LA PERSISTENCIA, LA EJECUCION DE LAS CONSULTAS, LA INTEGRACION CON CONEST Y LA INCREMENTABILIDAD DEL SISTEMA ENTRE OTROS', 'BUSCONEST, CONEST, BIBLIOTECA, RUBY ON RAILS', 'APLICACIONES EN INTERNET', 
'ADMIN UCV NGN APLICACION DE CODIGO ABIERTO PARA LA CONFIGURACION Y LA ADMINISTRACION DE REDES DE PROXIMA GENERACION', 'EL PRESENTE CONSISTE EN EL DESARROLLO DE UNA APLICACION DENOMINADA ADMINUCV NGN PARA LA ADMINISTRACION Y LA CONFIGURACION DE REDES CON SOPORTE PARA IPV4 E IPV6 ADMINUCV NGN ESTA BASADA EN EL PROTOCOLO SNMP Y PROVEE UN CONJUNTO DE HERRAMIENTAS QUE PERMITEN MONITORIZAR Y CONOCER EL ESTADO DE LA RED, FACILITANDO LA LABOR DEL ADMINISTRADOR EL TRABAJO SE INICIA CON UN ESTUDIO TEORICO DE LOS ASPECTOS MAS RELEVANTES QUE SE DEBEN TOMAR EN CUENTA PARA LA CREACION DE UN SISTEMA PARA ADMINISTRACION DE REDES Y UN ANALISIS DE CADA UNO DE LOS PROTOCOLOS SOBRE LOS QUE SE FUNDAMENTA DURANTE LA IMPLEMENTACION DE LA APLICACION, SE UTILIZO UNA METODOLOGIA ITERATIVA BASADA EN LAS NUEVAS TENDENCIAS DEL MODELO DE DESARROLLO AGIL QUE PLANTEA LA CREACION DE CADA UNA DE LAS HERRAMIENTAS DE LA APLICACION EN UNA ITERACION DEL PROCESO QUE ABARCA LAS FASES DE ANALISIS, DISENO, IMPLEMENTACION Y PRUEBAS ADMINUCV NGN BRINDA SOPORTE PARA SNMP VERSION 1 Y 2C MEDIANTE UN MANAGER SNMP QUE COMPLEMENTA LAS PRIMITIVAS DEL PROTOCOLO CON OPERACIONES AVANZADAS TALES COMO WALK PARA RECORRER UN SUBARBOL DE LA MIB Y TABLE VIEW PARA VISUALIZAR LOS DATOS DE UNA TABLA SNMP ORDENADOS POR COLUMNAS ADICIONALMENTE PERMITE IMPORTAR MIBS, RECIBIR TRAPS Y GENERAR GRAFICAS BASADAS EN VARIABLES SNMP ADMINUCV NGN INCORPORA TAMBIEN UN CONJUNTO DE UTILIDADES ADMINISTRATIVAS COMO PING, TRACERT, UN SNIFFER Y UN ESCANER DE PUERTOS TCP, DONDE CADA UNA DE ELLAS PROVEE SOPORTE PARA IPV4 E IPV6EL PRODUCTO FINAL JUNTO A LA DOCUMENTACION DE LA INVESTIGACION ESTA PUBLICADA COMO UNA APLICACION CON LICENCIA GNU GPL A TRAVES DE SOURCEFORGENET UN SITIO WEB QUE PERMITE EL HOSPEDAJE Y DISTRIBUCION DE SOFTWARE LIBRE Y SISTEMAS DE CODIGO ABIERTO EN EL SIGUIENTE ENLACE HTTPADMINUCVNGNSOURCEFORGENET', 'ADMINISTRACION DE REDES, IPV4, IPV6, SNMP, MIB, GNU', 'REDES DE COMPUTADORAS', 
'GENERADOR GRAFICO DE CONSULTAS PARA LA RECUPERACION DE DATOS INTEGRADO EN ECLIPSE', 'EN LA ACTUALIDAD, LA MAYORIA DE LOS SISTEMAS DE SOFTWARE ALMACENAN SUINFORMACION HACIENDO USO DE BASES DE DATOS CADA UNO DE LOS SISTEMAS MANEJADORES DE BASES DE DATOS, MANEJAN ESTA INFORMACION DE DIFERENTES MANERAS LO CUAL HACE QUELA RECUPERACION DE LOS DATOS DEPENDA EN GRAN PARTE DEL SISTEMA MANEJADOR DE BASESDE DATOS QUE SE UTILICE EL PRESENTE TRABAJO ESPECIAL DE GRADO, OFRECE REALIZAR UNA HERRAMIENTA QUEPERMITA A LOS USUARIOS INEXPERTOS EN LA MANIPULACION DE CONSULTAS DE RECUPERACION DEDATOS SQL LA CONSTRUCCION DE UNA CONSULTA SE REALIZARA DE FORMA GRAFICA, PERMITIENDO HACER ABSTRACCION DEL SMBD UTILIZADO ESTA HERRAMIENTA GRAFICA DE CREACION CONSULTAS DE RECUPERACION DE DATOS, SE IMPLANTO COMO UN PLUGIN DEL ENTORNO DE DESARROLLO ECLIPSE, DEBIDO A QUE LAS CONSULTAS DE RECUPERACION DE DATOS SQL SON UTILIZADAS EN MAYOR PARTE EN EL MOMENTO EN QUE SEDESARROLLAN LOS SISTEMAS DE SOFTWARE PARA LLEVAR A CABO LA SOLUCION AL PROBLEMA, Y DESARROLLAR UNA HERRAMIENTA DEGENERACION DE CONSULTAS SQL INDEPENDIENTE DEL SMBD Y DE SU SINTAXIS SQL, SE REALIZOLO SIGUIENTE SE DEFINIO UN PROCESO DE DESARROLLO BASADO EN PROGRAMACION EXTREMA XP YTOMANDO PRACTICAS Y PRINCIPIOS DE LA METODOLOGIA MODELACION AGIL AMCOMO LA HERRAMIENTA DEBE PERMITIR GENERAR UNA SINTAXIS SQL PARA DIFERENTES SMBD, SE HIZO QUE LA MISMA FUERA EXTENSIBLE MEDIANTE ARCHIVOS DECONFIGURACION BASADOS EN XML, EN LOS CUALES SE ESPECIFICAN LAS CARACTERISTICAS DECADA BASES DE DATOS LAS SOPORTADAS POR EL PLUGIN ACTUALMENTE SON MYSQL 41,POSTGRES 81 Y ORACLE 9ISE CREO UN MODULO DE BASES DE DATOS GENERICO QUE PERMITE ESTABLECERCOMUNICACION CON LOS DIFERENTES SMBD RELACIONALES ADEMAS DE PODER OBTENEREL DICCIONARIO DE DATOS QUE EN ESTOS SE ENCUENTRAN SE CREARON INTERFACES DE MANEJOS DE PROYECTOS, QUE APLICA LOS PATRONES DEINTERFACES A LAS DEL ENTORNO DE DESARROLLO ECLIPSE', 'PLUGIN, ECLIPSE, SQL, BASES DE DATOS', 'APLICACIONES EN INTERNET'
'ACTUALIZACION TECNOLOGICA PARA EL INSTITUTO NACIONAL DE TRANSITO Y TRANSPORTE TERRESTRE CASO DE ESTUDIO SISTEMA DE INVENTARIO DE PLACAS','EL INTTT PRETENDE INCORPORAR LA NUEVA FORMA DE IDENTIFICACION DE VEHICULOS AMEDIADOS DEL 2008 CODIGOS DE PLACAS DE 7 DIGITOS PARA SUPLANTAR EL VIEJO SISTEMA CODIGOS DE PLACAS DE 6 DIGITOS, SE HA SUGERIDO LA DESCENTRALIZACION DEL SISTEMA ACTUAL DE ALMACENAMIENTO DE IDENTIFICACIONES YA QUE EL INTTT CUENTA CON 69 OFICINAS DISTRIBUIDAS A LO LARGO DEL PAIS, POR LO TANTO, EL NUEVO SISTEMA DE IDENTIFICACION DE VEHICULOS PUDIERA MASIFICARSE EN TODO EL PAIS DE MANERA RAPIDA Y EFECTIVA SE PROPONE EL DESARROLLO DE UNA PLATAFORMA DE SOFTWARE APLICANDO UN METODO DEDESARROLLO AGIL EN UN CONTEXTO DE TRABAJO REAL BAJO UNA ARQUITECTURA CLIENTESERVIDORCON UNA PROPUESTA DE MIGRACION HACIA UNA ARQUITECTURA ORIENTADA A SERVICIOS, QUE SEA ACCESIBLE Y FACIL DE USAR, DE MANERA TAL, QUE PUEDA IMPLANTARSE EN CADA UNA DE LAS OFICINAS DEL INTTT Y QUE PERMITA AGILIZAR LA MASIFICACION DE LA NUEVA FORMA DE IDENTIFICACION VEHICULAR',?,'APLICACIONES EN INTERNET'
'DESARROLLO DE UN GENERADOR DE SITIOS WEB PARA LA VISUALIZACION DE ONTOLOGIAS', 'EN EL PRESENTE TRABAJO DE INVESTIGACION SE PROPONE EL DISENO, DESARROLLO E IMPLEMENTACION DE UNA HERRAMIENTA QUE PERMITA LA GENERACION DE SITIOS WEB PARA LA VISUALIZACION DE ONTOLOGIAS Y CONTENIDOS RELACIONADOS A LA MISMA DICHA HERRAMIENTA ESTARA BASADA EN UNA ARQUITECTURA CLIENTESERVIDOR LA HERRAMIENTA PROPUESTA TIENE COMO BASE O PUNTO DE PARTIDA LOS SIGUIENTES TRABAJOS DE INVESTIGACION ONTOLOGIA EN AMBIENTE WEB PARA EL DOMINIO DEL ANALISIS DE LIQUIDO SEMINAL HUMANO PEREIRA, 2006, VISUALIZADOR DE UNA ONTOLOGIA DE INSECTOS ACUATICOS LABRADOR, 2007 Y DESARROLLO DE UNA APLICACION EN AMBIENTE WEB PARA LA VISUALIZACION DE UNA ONTOLOGIA PARA EL DOMINIO DEL ANALISIS DE SEMEN HUMANO REYES, 2008 LOS TRABAJOS MENCIONADOS ANTERIORMENTE, PERMITEN VISUALIZAR UNA ONTOLOGIA BAJO UN ESQUEMA CLIENTE SERVIDOR SIN EMBARGO, ESTOS VISUALIZADORES TIENEN LA LIMITANTE DE TRABAJAR CON UN DOMINIO Y ONTOLOGIA ESPECIFICA EL GENERADOR DE SITIOS WEB PARA LA VISUALIZACION DE ONTOLOGIAS PERMITE SOLUCIONAR DICHA LIMITANTE A TRAVES DE UN MODULO VISUALIZADOR GENERALIZADO PARA ONTOLOGIAS OWLDL', 'ONTOLOGIA, SITIOS WEB, VISUALIZACION DE ONTOLOGIAS, OWLDL, VISUALIZADOR GENERALIZADO','INTELIGENCIA ARTIFICIAL'
'DESARROLLO DE UN PORTAL WEB PARA APOYAR EL APRENDIZAJE CONTINUO TECNOLOGICO', 'ESTE TRABAJO ENMARCADO DENTRO DEL PROYECTO FONACIT NRO 2005000166 MUESTRA EL DESARROLLO DE UN PORTAL QUE PROPORCIONA ELEMENTOS COMUNICACIONALES PARA PROMOVER EL APRENDIZAJE COLABORATIVO Y ORGANIZACIONAL SE ESTABLECE UNA INFRAESTRUCTURA QUE BRINDA ELSOPORTE NECESARIO PARA QUE LAS PERSONAS ALFABETIZADAS TECNOLOGICAMENTE Y SUS FACILITADORES, PUEDAN DISTRIBUIR CONOCIMIENTO TECNOLOGICO BIEN SEA, PARA REFORZAR LO APRENDIDO O PARA ACTUALIZARSE, DANDO CONTINUIDAD AL PROCESO DE ENSENANZAAPRENDIZAJE LA INFRAESTRUCTURA PERMITE QUE LOS USUARIOS PUEDAN INCORPORAR Y DISTRIBUIR CONOCIMIENTO ENDIFERENTES MODALIDADES DE COMUNICACION FOROS, NOTICIAS Y ARTICULOS, ASI COMO PROVEE MECANISMOS PARA LA INCORPORACION DE NUEVOS COMPONENTES COMUNICACIONALES QUE FACILITEN QUE MEJOREN LA COMUNICACION ENTRE LOS USUARIOS LA SOLUCION PROPUESTA INCLUYE COMO PASO INICIAL EL MODELADO DE NEGOCIO, PARA LO CUAL SE UTILIZA LA NOTACION BPM BUSINESS PROCESS MODEL, IDENTIFICANDO LOS PROCESOS PRINCIPALESQUE DEBEN SER IMPLANTADOS A TRAVES DEL PORTAL EN EL DESARROLLO DEL PORTAL SE UTILIZA LAHERRAMIENTA JOOMLA SOLUCION DE SOFTWARE LIBRE, ESTA PROVEE FUNCIONALES PARA LA CONSTRUCCION RAPIDA DE PORTALES, DEBIDO A ESTO, SE PROPONE UN METODO DE DESARROLLO BASADO EN EL MODELADO AGIL MA, ESPECIFICANDO COMO ARTEFACTOS PRINCIPALES EL MODELO DECASOS DE USO Y ACTIVIDADES UTILIZANDO LA NOTACION UML  UNIFIED MODELING LANGUAGE,PATRONES DE INTERACCION PROPUESTOS POR WELIE SOLUCIONES A PROBLEMAS ESPECIFICOS DEINTERACCION Y COMO ARQUITECTURA DE SOFTWARE LA PROPUESTA POR JOOMLA LA EXPERIENCIA LOGRA ESTABLECER DOS CONEXIONES IMPORTANTES, LA PRIMERA, TIENE QUE VER CONLAS TEORIAS DE APRENDIZAJES Y COMO ESTAS PUEDEN SER IMPLANTADAS A TRAVES DE UNAINFRAESTRUCTURA TECNOLOGICA LA SEGUNDA, ESTABLECE LA RELACION QUE EXISTE ENTRE UNAHERRAMIENTA PARA LA CONSTRUCCION RAPIDA DE PORTALES Y EL PROCESO DE DESARROLLO AGIL', 'APRENDIZAJE COLABORATIVO, APRENDIZAJE ORGANIZACIONAL, ALFABETIZACION TECNOLOGICA, APRENDIZAJE CONTINUO TECNOLOGICO, MODELADO AGIL, PROCESO DE DESARROLLO', 'TECNOLOGIAS EDUCATIVAS', 
'DESARROLLO DE UN SISTEMA WEB DE GESTION, CONTROL E INSCRIPCION DE ACTIVIDADES EXTRACURRICULARES PARA EL CEAPUCV', 'HOY EN DIA EL USO DE LAS TECNOLOGIAS DE INFORMACION Y COMUNICACION, PARA LOGRAR UN SISTEMA AUTOMATIZADO, SON UN RECURSO INDISPENSABLE PARA OBTENER UN MEJOR DESEMPENO EN TODAS LAS AREAS DE TRABAJO A NIVEL MUNDIAL, YA QUE ESTAS PERMITEN DEJAR A UN LADO LOS METODOS MANUALES PARA ASI LLEVAR A CABO SUS TAREAS DE UNAFORMA MAS RAPIDA Y EFICIENTE ESTE HECHO ES EL PUNTO DE PARTIDA PARA EL DESARROLLO DE ESTE TRABAJO DE INVESTIGACION EN EL CUAL SE DESARROLLARA UN SISTEMA PARA LA AUTOMATIZAR LA GESTION E INSCRIPCION ONLINE DE ACTIVIDADES EXTRACURRICULARES DEL CENTRO EDUCATIVO DE LA ASOCIACION DE PROFESORES DE LA UCV CEAPUCV, EN EL CUAL SE UTILIZARAN HERRAMIENTAS DE CODIGO ABIERTO PARA SU DESARROLLO, COMO  EL SISTEMA MANEJADORDE BASES DE DATOS MYSQL, EL CUAL PERMITE ENTRE OTRAS COSAS, UN BAJO COSTO EN REQUERIMIENTOS PARA LA ELABORACION DE BASES DE DATOS, YA QUE DEBIDO A SU BAJO CONSUMO DE PROCESAMIENTO , PUEDE SER EJECUTADO EN UNA MAQUINA CON POCOS REQUERIMIENTOS DE MEMORIA Y PROCESADOR SIN NINGUN PROBLEMA OTRA HERRAMIENTA DE CODIGO ABIERTO UTILIZADA ES EL LENGUAJE HYPERTEXT PREPROCESSOR PHP, EL CUALBRINDA DIFERENTES VENTAJAS A LA HORA DE DESARROLLAR PROGRAMAS, UNA DE LAS PRINCIPALES ES QUE ES UN LENGUAJE INTERPRETADO EL CUAL NO NECESITA COMPILACION NI LA UTILIZACION DE NINGUNA MAQUINA VIRTUAL PARA SU FUNCIONAMIENTO, APARTE DE ESTO, ES UNO DE LOS LENGUAJES MAS POPULARES QUE SE UTILIZAN ACTUALMENTE EN EL MERCADO, DADO QUE SU COSTO PARA EL HOSPEDAJE Y MANTENIMIENTO DE SITIOS WEBS ES MINIMOOTRO PUNTO IMPORTANTE EN LA INVESTIGACION FUE LA SELECCION DE LA METODOLOGIA, LA CUAL DEBIA ESTAR ADAPTADA AL DESARROLLO, EN TORNO A ESTO SE REALIZO UNA INVESTIGACION ENTRE LAS METODOLOGIAS MAS UTILIZADAS, ENTRE LAS CUALES FIGURAN PROCESO RACIONAL UNIFICADO RUP,PROGRAMACION EXTREMA XP Y DESARROLLOBASADO EN FUNCIONALIDADES FDD, PARA LLEGAR A LA CONCLUSION DE UTILIZAR ESTA ULTIMA NOMBRADA, YA QUE POR TRATARSE DE UNA APLICACION WEB DE PEQUENA ESCALA, CON POCOS INTEGRANTES Y EN LA CUAL LAS FUNCIONALIDADES ERA SU PRINCIPAL OBJETIVO, ESTA METODOLOGIA CON PROCESOS AGILES LA CUAL PROVEE DOCUMENTACION, ERA LA MASAPROPIADA PARA COMENZAR EL DESARROLLO LA DOCUMENTACION NECESARIA APLICADA EN ESTA METODOLOGIA PARA ESTA APLICACION SERAN DIAGRAMAS DE OBJETOS, DIAGRAMA DEENTIDAD RELACION, DIAGRAMAS DE SECUENCIAS Y POR ULTIMO, AUNQUE NO SE PLANTEA DENTRO DE LA METODOLOGIA, SE UTILIZO LA RECOLECCION DE DATOS, PARA PODER ESQUEMATIZAR ESTO SE REALIZARAN LOS DIAGRAMAS DE CASOS DE USO EL OBJETIVO PRINCIPAL DE ESTE DESARROLLO, ES OFRECER AL COLEGIO CEAPUCV, LA OPORTUNIDAD DE OBTENER UNA VENTANA A LA TECNOLOGIA DE HOY EN DIA PARA APLICARLADE FORMA EFICIENTE EN EL DESARROLLO DE SUS ACTIVIDADES DENTRO DEL AMBITO DE LASACTIVIDADES EXTRACURRICULARES DADAS EN ESTA INSTITUCION, PARA QUE ASI PUEDAN OBTENER UN GRAN NUMERO DE VENTAJAS DENTRO DEL AMBITO ACADEMICO Y ECONOMICO',?,'APLICACIONES EN INTERNET'
'SISTEMA AUTOMATIZADO PARA LA GESTION DE SOLICITUDES EN TECNOLOGIAS DE INFORMACION', 'EL ACELERADO AVANCE EN TECNOLOGIAS DE INFORMACION HA TRAIDO COMO CONSECUENCIA EL CRECIMIENTO EXPONENCIAL DE LAS REDES DE DATOS, AUMENTANDO CONSIDERABLEMENTE LA CANTIDAD DE DISPOSITIVOS DE INTERCONEXION Y DE USUARIOS EN LAS MISMAS, LO QUE HA ORIGINADO QUE LA TAREA DE MANTENIMIENTO, ATENCION Y SOPORTE A USUARIOS EN LAS ORGANIZACIONES SEA CADA VEZ MAS COMPLEJA Y COSTOSA, AUN CONTANDO CON EL CONOCIMIENTO Y LAS HERRAMIENTAS APROPIADAS EN ESTE SE PRESENTA UN SISTEMA AUTOMATIZADO, QUE PERMITE LLEVAR LA GESTION DE SOLICITUDES DE SERVICIO, GESTION DE INVENTARIO DE PLATAFORMA TECNOLOGICA Y DE ACTIVOS DE RED DE UNA FORMA INTEGRADA, A FIN DE MEJORAR LA PRODUCTIVIDAD DE LOS USUARIOS DE LA ORGANIZACION, CONTROLAR Y MONITORIZAR LOS PROCESOS DE SERVICIO, OPTIMIZAR EL USO DE LOS RECURSOS DISPONIBLES, REDUCIR EL IMPACTO DE LAS INCIDENCIAS SOBRE LA ORGANIZACION, DETECTAR LAS CONDICIONES DE LA RED ORGANIZATIVA DE DATOS, DETECTAR PROBLEMAS DE FLUJO Y CONECTIVIDAD DE DATOS POR MALOS DISENOS DE LA RED, ENTRE OTROS LOS RESULTADOS OBTENIDOS AL REALIZAR LAS PRUEBAS DEL SISTEMA MUESTRAN EL IMPACTO FAVORABLE SOBRE LA ORGANIZACION, BASADO EN LA REDUCCION DE LOS TIEMPOS DE RESPUESTA EN LA SOLUCION DE LAS INCIDENCIAS, EN UN 34,55, EL AUMENTO EN LA PRODUCTIVIDAD DEL PERSONAL DEL DEPARTAMENTO DE ATENCION DE USUARIOS Y EFICIENCIAEN LA GESTION DE ACTIVOS CON ESTE SE DEJA VER LA MANERA EN QUE ES POSIBLE INTEGRAR UN CONJUNTO DE HERRAMIENTAS BASADAS EN SOFTWARE LIBRE, ENFOCADAS EN AUTOMATIZAR LA GESTION DE SOLICITUDES EN TECNOLOGIAS DE INFORMACION, PERMITIENDO UNA ADECUADA GESTION DE INCIDENCIAS E INVENTARIO DE ACTIVOS Y DISPOSITIVOS CONECTADOS A LA RED ADEMAS, ES NOVEDOSO, ORIENTADO AL WEB, SEGURO Y ROBUSTO, GRACIAS A QUE OFRECE UN DISENO COMPLETAMENTE MODULAR, SI LA OPERACION DE UN MODULO FALLA EL SISTEMA NO DEJA DE FUNCIONAR ESTA PENSADO PARA SER ESCALABLE Y FACIL DE ADAPTAR, PESE A SER UNA SOLUCION PENSADA PARA LA EMPRESA INGEDIGIT CA,PUEDE CORRER BAJO CUALQUIER AMBIENTE, SIN IMPORTAR LAS DIMENSIONES DE LA RED, LA CANTIDAD DE DISPOSITIVOS CONECTADOS A ELLA Y LA DINAMICA DE LA ORGANIZACON',?, 'REDES DE COMPUTADORAS'
